1,VV,25
1,VB,20
1,VEU,5
1,BIV,40
1,BSV,10
2,VV,25
2,VB,25
2,VEU,15
2,VWO,5
2,BND,30
3,VV,30
3,VB,30
3,VEU,20
3,VWO,10
3,BND,10
